move_number,start_eval,end_eval,delta_eval,move_quality,time_per_move,accuracy_score,blunder_risk,flag1,flag2,flag3,last_elo,phase_Endgame,phase_Middlegame,phase_Opening
11,-0.44,-0.8,-0.36,Good,3.68,5.54,0.19,0,0,0,550.02,False,True,False
12,-0.8,-0.84,-0.04,Perfect,1.97,6.0,0.34,0,1,0,550.78,False,True,False
13,-0.84,-1.4,-0.55,Inaccuracy,2.76,5.23,0.4,1,1,0,553.79,False,True,False
14,-1.4,-3.38,-1.98,Blunder,4.78,2.64,1.44,0,0,0,551.32,False,True,False
15,-3.38,-3.32,0.05,Perfect,3.89,5.67,0.02,0,0,0,545.26,False,True,False
16,-3.32,-3.57,-0.24,Good,3.25,5.33,0.07,0,0,0,548.48,False,True,False
17,-3.57,-3.74,-0.18,Perfect,5.32,5.97,0.08,0,0,0,549.83,False,True,False
18,-3.74,-3.78,-0.04,Perfect,2.1,4.78,0.2,1,0,0,555.98,False,True,False
19,-3.78,-3.94,-0.16,Perfect,5.13,5.55,0.39,0,0,0,559.82,False,True,False
20,-3.94,-4.08,-0.13,Perfect,4.62,6.0,0.26,0,1,0,564.68,False,True,False
21,-4.08,-4.65,-0.58,Inaccuracy,1.91,4.6,0.29,0,0,0,569.88,False,True,False
22,-4.65,-4.81,-0.16,Perfect,3.11,5.9,0.28,0,0,0,566.93,False,True,False
23,-4.81,-4.95,-0.13,Perfect,4.35,5.86,0.18,1,0,0,571.61,False,True,False
24,-4.95,-4.83,0.11,Perfect,1.4,5.59,0.39,0,0,0,576.53,False,True,False
25,-4.83,-5.0,-0.5,Inaccuracy,2.78,5.0,0.19,0,0,0,582.9,False,True,False
26,-5.0,-5.0,-0.07,Perfect,4.59,5.67,0.27,0,0,0,578.94,False,True,False
27,-5.0,-2.44,2.56,Blunder,6.92,0.3,2.0,0,0,0,583.33,False,True,False
28,-2.44,-2.69,-0.25,Good,3.46,5.99,0.07,1,0,0,576.13,False,True,False
29,-2.69,-2.6,0.09,Perfect,4.19,5.49,0.07,0,0,0,578.29,False,True,False
30,-2.6,-3.14,-0.54,Inaccuracy,4.45,6.0,0.14,0,0,0,581.76,False,True,False
31,-3.14,-3.25,-0.11,Perfect,1.9,5.78,0.39,1,0,0,577.89,False,True,False
32,-3.25,-3.1,0.14,Perfect,1.45,5.5,0.1,1,0,0,583.51,False,True,False
33,-3.1,-2.98,0.12,Perfect,3.97,5.98,0.03,0,0,0,587.69,False,True,False
34,-2.98,-2.71,0.27,Good,5.75,4.49,0.04,0,0,0,592.97,False,True,False
35,-2.71,-3.52,-0.81,Inaccuracy,6.36,4.2,0.75,1,0,0,594.69,False,True,False
36,-3.52,-3.54,-0.02,Perfect,4.83,6.0,0.19,0,0,0,590.96,False,True,False
37,-3.54,-3.52,0.03,Perfect,3.48,5.95,0.25,0,1,0,597.13,False,True,False
38,-3.52,-3.4,0.12,Perfect,1.33,6.0,0.22,1,0,0,600.59,False,True,False
39,-3.4,-5.0,-1.82,Blunder,2.15,3.54,1.56,0,0,0,604.91,False,True,False
40,-5.0,-5.0,-0.0,Perfect,3.69,6.0,0.04,0,0,0,598.5,False,True,False
41,-5.0,-4.99,0.01,Perfect,1.79,6.0,0.28,1,0,0,602.61,False,True,False
42,-4.99,-5.0,-0.03,Perfect,3.38,6.0,0.32,1,0,0,606.11,False,True,False
43,-5.0,-5.0,-0.31,Good,2.14,5.56,0.04,0,0,0,610.75,False,True,False
44,-5.0,-5.0,-1.32,Blunder,4.86,3.32,0.88,0,0,0,611.7,True,False,False
45,-5.0,-4.92,0.08,Perfect,2.23,6.0,0.2,0,0,0,602.84,True,False,False
46,-4.92,-5.0,-0.56,Inaccuracy,4.01,4.27,0.28,0,0,0,606.7,True,False,False
47,-5.0,-4.59,0.41,Good,2.04,4.66,0.04,0,0,0,601.51,True,False,False
48,-4.59,-4.57,0.03,Perfect,3.86,5.64,0.38,0,1,0,602.51,True,False,False
49,-4.57,-4.48,0.09,Perfect,3.85,5.34,0.26,0,0,0,606.9,True,False,False
50,-4.48,-4.56,-0.08,Perfect,1.96,5.99,0.05,0,0,0,611.89,True,False,False
51,-4.56,-4.59,-0.03,Perfect,0.91,5.28,0.16,0,1,0,616.19,True,False,False
52,-4.59,-5.0,-2.57,Blunder,1.88,1.74,2.0,0,0,0,621.78,True,False,False
53,-5.0,-4.99,0.01,Perfect,0.65,6.0,0.09,0,0,0,612.81,True,False,False
54,-4.99,-5.0,-0.16,Perfect,0.76,5.52,0.08,0,0,0,617.42,True,False,False
55,-5.0,-5.0,-0.08,Perfect,1.41,6.0,0.22,0,0,0,622.87,True,False,False
56,-5.0,-5.0,-0.01,Perfect,1.98,5.42,0.17,0,1,0,627.54,True,False,False
57,-5.0,-4.93,0.07,Perfect,1.61,5.73,0.28,1,0,0,631.19,True,False,False
58,-4.93,-2.84,2.09,Blunder,0.93,2.29,1.68,0,0,0,636.58,True,False,False
1,0.04,0.18,0.14,Perfect,0.85,6.0,0.08,1,0,0,1846.47,False,False,True
2,0.18,0.19,0.02,Perfect,1.66,5.69,0.26,0,0,0,1849.77,False,False,True
3,0.19,-1.64,-1.83,Blunder,1.3,2.11,1.64,0,0,0,1853.63,False,False,True
4,-1.64,-1.64,-0.0,Perfect,0.87,5.72,0.13,0,0,0,1846.25,False,False,True
5,-1.64,-1.62,0.01,Perfect,1.1,5.72,0.37,0,0,0,1848.79,False,False,True
6,-1.62,-2.01,-0.39,Good,2.18,4.89,0.37,0,0,0,1852.37,False,False,True
7,-2.01,0.35,2.36,Blunder,1.67,2.5,2.0,0,0,0,1853.48,False,False,True
8,0.35,0.31,-0.04,Perfect,0.61,6.0,0.21,1,0,1,1846.37,False,False,True
9,0.31,0.32,0.01,Perfect,0.77,6.0,0.11,0,0,0,1848.47,False,False,True
10,0.32,0.33,0.01,Perfect,0.95,6.0,0.35,0,0,0,1850.89,False,False,True
11,0.33,0.32,-0.01,Perfect,2.03,6.0,0.01,1,0,0,1854.38,False,True,False
12,0.32,2.58,2.26,Blunder,3.61,2.28,1.72,0,0,0,1856.41,False,True,False
13,2.58,2.19,-0.39,Good,1.66,5.19,0.22,0,0,0,1850.9,False,True,False
14,2.19,1.65,-0.54,Inaccuracy,3.17,5.21,0.43,0,0,0,1851.85,False,True,False
15,1.65,1.6,-0.05,Perfect,1.4,6.0,0.36,0,0,0,1848.7,True,False,False
16,1.6,2.92,1.33,Blunder,3.9,2.64,0.86,0,0,0,1852.01,True,False,False
17,2.92,2.89,-0.03,Perfect,1.66,6.0,0.31,1,0,0,1841.92,True,False,False
18,2.89,2.85,-0.04,Perfect,1.19,5.99,0.14,0,0,0,1845.53,True,False,False
19,2.85,2.77,-0.08,Perfect,1.7,5.66,0.01,0,0,0,1849.26,True,False,False
20,2.77,2.79,0.01,Perfect,1.83,5.86,0.28,1,0,0,1853.22,True,False,False
1,-0.77,-0.72,0.05,Perfect,2.09,6.0,0.31,0,0,0,1971.94,False,False,True
2,-0.72,-0.77,-0.05,Perfect,0.68,5.7,0.36,0,0,0,1975.08,False,False,True
3,-0.77,-0.65,0.11,Perfect,1.72,6.0,0.16,0,0,0,1978.28,False,False,True
4,-0.65,-0.61,0.04,Perfect,1.66,6.0,0.13,0,0,0,1980.79,False,False,True
5,-0.61,-0.67,-0.06,Perfect,2.04,6.0,0.05,0,0,0,1983.36,False,False,True
6,-0.67,-0.68,-0.01,Perfect,1.31,5.02,0.16,0,0,0,1985.39,False,False,True
7,-0.68,-0.5,0.18,Perfect,0.97,4.33,0.39,0,1,0,1989.28,False,False,True
8,-0.5,-0.49,0.0,Perfect,2.08,6.0,0.02,0,0,0,1992.01,False,False,True
9,-0.49,1.69,2.18,Blunder,2.58,1.28,1.74,1,0,0,1994.35,False,False,True
10,1.69,1.69,-0.0,Perfect,1.15,6.0,0.14,0,1,0,1988.53,False,False,True
11,1.69,1.6,-0.09,Perfect,1.93,5.49,0.21,1,0,0,1992.43,False,True,False
12,1.6,1.66,0.06,Perfect,1.47,5.92,0.05,0,0,0,1996.13,False,True,False
13,1.66,1.59,-0.07,Perfect,3.02,5.97,0.33,1,0,0,1999.32,False,True,False
14,1.59,3.24,1.65,Blunder,6.39,4.37,1.51,0,0,0,2002.02,False,True,False
15,3.24,3.16,-0.07,Perfect,1.96,5.82,0.03,0,0,0,1994.27,False,True,False
16,3.16,2.54,-0.62,Inaccuracy,6.23,4.52,0.56,1,0,0,1999.92,False,True,False
17,2.54,2.57,0.03,Perfect,3.23,5.55,0.29,0,0,0,1995.61,False,True,False
18,2.57,2.73,0.16,Perfect,2.42,5.68,0.06,0,0,0,2000.39,False,True,False
19,2.73,4.55,1.82,Blunder,6.32,2.23,1.49,0,0,0,2005.29,False,True,False
20,4.55,4.55,-0.0,Perfect,4.52,5.72,0.28,0,0,0,1993.82,False,True,False
21,4.55,2.99,-1.56,Blunder,6.18,2.76,1.06,0,0,0,1998.55,True,False,False
22,2.99,3.01,0.02,Perfect,2.45,5.54,0.08,0,1,0,1989.63,True,False,False
23,3.01,4.51,1.51,Blunder,3.14,2.84,1.31,0,0,0,1993.09,True,False,False
24,4.51,4.43,-0.09,Perfect,1.27,5.95,0.06,0,0,0,1980.49,True,False,False
25,4.43,4.44,0.01,Perfect,1.96,5.99,0.02,1,1,0,1984.08,True,False,False
26,4.44,4.47,0.03,Perfect,1.81,6.0,0.06,1,0,0,1989.73,True,False,False
27,4.47,4.45,-0.02,Perfect,0.65,6.0,0.06,1,0,0,1993.63,True,False,False
28,4.45,4.11,-0.34,Good,1.07,5.2,0.0,0,0,0,1997.94,True,False,False
1,-0.61,-3.39,-2.78,Blunder,2.48,0.18,2.0,0,1,0,1137.49,False,False,True
2,-3.39,-3.3,0.09,Perfect,1.54,5.62,0.31,0,0,0,1130.57,False,False,True
3,-3.3,-1.09,2.21,Blunder,1.0,0.97,1.79,0,0,0,1134.47,False,False,True
4,-1.09,-1.34,-0.24,Good,1.78,4.91,0.37,0,0,0,1126.26,False,False,True
5,-1.34,-1.31,0.03,Perfect,1.53,6.0,0.01,0,0,0,1126.76,False,False,True
6,-1.31,-1.26,0.04,Perfect,1.53,5.63,0.12,0,0,0,1128.78,False,False,True
7,-1.26,-3.11,-1.84,Blunder,3.18,2.09,1.42,0,0,0,1131.71,False,False,True
8,-3.11,-3.17,-0.06,Perfect,1.01,6.0,0.2,0,0,0,1126.77,False,False,True
9,-3.17,-3.24,-0.07,Perfect,1.91,6.0,0.28,0,0,0,1130.13,False,False,True
10,-3.24,-3.33,-0.09,Perfect,1.7,6.0,0.32,0,0,0,1135.88,False,False,True
11,-3.33,-3.56,-0.23,Good,4.95,5.66,0.33,0,0,0,1139.76,False,True,False
12,-3.56,-3.43,0.14,Perfect,5.58,5.62,0.19,0,0,0,1142.03,False,True,False
13,-3.43,-3.55,-0.12,Perfect,1.71,6.0,0.31,0,0,0,1146.77,False,True,False
14,-3.55,-3.43,0.12,Perfect,3.01,6.0,0.4,0,0,0,1150.32,False,True,False
15,-3.43,-2.91,0.52,Inaccuracy,2.08,4.4,0.19,0,0,0,1154.07,False,True,False
16,-2.91,-2.91,-0.0,Perfect,1.72,5.71,0.22,0,0,0,1151.63,False,True,False
17,-2.91,-2.87,0.04,Perfect,3.55,5.96,0.19,0,1,0,1156.49,False,True,False
18,-2.87,-2.84,0.03,Perfect,4.25,5.0,0.3,0,0,0,1160.02,False,True,False
19,-2.84,-2.83,0.01,Perfect,4.0,5.74,0.27,1,0,0,1164.99,False,True,False
20,-2.83,-0.71,2.13,Blunder,6.95,2.49,1.95,0,0,0,1170.89,False,True,False
21,-0.71,-1.07,-0.36,Good,5.67,5.14,0.24,0,0,0,1164.36,False,True,False
22,-1.07,-1.09,-0.02,Perfect,4.66,5.98,0.16,0,0,0,1165.83,False,True,False
23,-1.09,-1.28,-0.2,Perfect,4.23,6.0,0.02,0,0,0,1169.67,True,False,False
24,-1.28,-1.24,0.05,Perfect,2.87,6.0,0.17,0,0,0,1173.02,True,False,False
25,-1.24,-1.29,-0.05,Perfect,4.1,6.0,0.13,0,1,0,1176.59,True,False,False
26,-1.29,-1.23,0.06,Perfect,2.4,5.32,0.22,0,0,0,1182.45,True,False,False
27,-1.23,-1.3,-0.07,Perfect,1.13,6.0,0.18,0,0,0,1187.43,True,False,False
28,-1.3,-2.89,-1.59,Blunder,4.04,3.19,1.11,0,1,0,1191.04,True,False,False
29,-2.89,-2.89,0.0,Perfect,0.93,6.0,0.0,0,0,0,1181.21,True,False,False
30,-2.89,-2.89,-0.0,Perfect,1.91,5.47,0.25,0,0,0,1185.37,True,False,False
1,-0.33,-0.35,-0.02,Perfect,1.52,5.55,0.31,0,0,0,1245.3,False,False,True
2,-0.35,-0.35,0.0,Perfect,1.63,6.0,0.38,1,1,0,1248.11,False,False,True
3,-0.35,-0.74,-0.39,Good,0.92,5.34,0.29,0,1,0,1250.59,False,False,True
4,-0.74,-0.61,0.12,Perfect,1.2,6.0,0.16,0,0,0,1251.4,False,False,True
5,-0.61,-0.61,0.01,Perfect,0.95,6.0,0.19,0,0,0,1254.45,False,False,True
6,-0.61,-0.5,0.1,Perfect,1.2,5.94,0.36,0,0,0,1257.14,False,False,True
7,-0.5,-0.55,-0.05,Perfect,1.83,6.0,0.25,0,0,1,1259.27,False,False,True
8,-0.55,1.08,1.63,Blunder,3.22,2.93,1.24,0,0,0,1262.0,False,False,True
9,1.08,1.09,0.01,Perfect,1.77,5.66,0.34,0,0,0,1255.67,False,False,True
10,1.09,1.07,-0.02,Perfect,0.7,5.32,0.16,0,0,0,1258.33,False,False,True
11,1.07,0.98,-0.09,Perfect,3.32,6.0,0.14,0,0,0,1261.75,False,True,False
12,0.98,1.16,0.18,Perfect,2.67,5.28,0.07,0,0,0,1265.54,False,True,False
13,1.16,1.86,0.7,Inaccuracy,3.26,4.61,0.53,0,0,0,1269.01,False,True,False
14,1.86,4.25,2.39,Blunder,5.39,1.89,2.0,0,1,0,1267.48,False,True,False
15,4.25,4.31,0.06,Perfect,2.05,6.0,0.19,0,0,0,1261.64,False,True,False
16,4.31,1.81,-2.5,Blunder,3.17,0.0,1.96,1,0,0,1266.03,True,False,False
17,1.81,2.1,0.29,Good,2.31,5.4,0.36,0,0,0,1255.28,True,False,False
18,2.1,2.06,-0.04,Perfect,0.73,5.81,0.19,0,0,0,1256.74,True,False,False
19,2.06,2.07,0.01,Perfect,2.6,5.45,0.03,0,1,0,1260.44,True,False,False
20,2.07,-0.31,-2.38,Blunder,1.9,2.26,1.82,0,0,0,1265.48,True,False,False
21,-0.31,-0.24,0.07,Perfect,0.86,6.0,0.38,0,0,0,1255.84,True,False,False
1,-0.78,-3.51,-2.72,Blunder,3.8,0.63,2.0,0,0,0,1049.21,False,False,True
2,-3.51,-3.49,0.02,Perfect,1.29,6.0,0.28,0,0,0,1042.56,False,False,True
3,-3.49,-3.54,-0.05,Perfect,0.74,6.0,0.11,0,1,0,1048.2,False,False,True
4,-3.54,-3.57,-0.03,Perfect,0.58,4.8,0.38,0,0,0,1052.8,False,False,True
5,-3.57,-4.9,-1.33,Blunder,1.1,3.22,1.21,1,0,0,1058.4,False,False,True
6,-4.9,-4.46,0.44,Good,0.88,5.97,0.16,0,0,0,1049.2,False,False,True
7,-4.46,-4.47,-0.01,Perfect,0.8,4.98,0.27,0,1,0,1050.43,False,False,True
8,-4.47,-4.43,0.04,Perfect,1.42,5.39,0.12,0,1,0,1055.19,False,False,True
9,-4.43,-4.45,-0.03,Perfect,2.15,6.0,0.12,0,0,0,1058.96,False,False,True
10,-4.45,-4.47,-0.01,Perfect,1.41,5.67,0.18,1,0,0,1063.97,False,False,True
11,-4.47,-4.49,-0.02,Perfect,2.53,5.16,0.18,0,0,0,1068.66,False,True,False
12,-4.49,-4.16,0.33,Good,5.86,6.0,0.16,0,1,0,1073.57,False,True,False
13,-4.16,-5.0,-1.84,Blunder,2.29,2.42,1.59,0,0,0,1074.93,False,True,False
14,-5.0,-5.0,-0.1,Perfect,1.33,6.0,0.19,0,0,0,1064.51,False,True,False
15,-5.0,-5.0,-0.13,Perfect,3.21,5.63,0.31,0,0,0,1067.9,False,True,False
16,-5.0,-4.92,0.08,Perfect,2.08,5.98,0.27,0,0,0,1072.4,False,True,False
17,-4.92,-5.0,-0.52,Inaccuracy,4.0,5.14,0.25,0,1,0,1078.39,False,True,False
18,-5.0,-2.41,2.59,Blunder,3.3,0.95,2.0,0,0,0,1074.42,False,True,False
19,-2.41,-2.31,0.1,Perfect,2.62,5.43,0.19,0,0,0,1066.11,False,True,False
20,-2.31,-2.23,0.08,Perfect,3.16,5.59,0.16,0,0,0,1069.75,False,True,False
21,-2.23,-1.67,0.57,Inaccuracy,5.53,5.68,0.15,0,1,0,1076.07,False,True,False
22,-1.67,-1.63,0.04,Perfect,3.28,6.0,0.38,0,0,0,1072.59,True,False,False
23,-1.63,-1.87,-0.24,Good,2.52,6.0,0.1,0,1,0,1077.66,True,False,False
24,-1.87,-1.59,0.27,Good,2.53,5.19,0.07,0,0,0,1079.1,True,False,False
25,-1.59,-1.82,-0.23,Good,0.89,6.0,0.26,1,0,0,1079.91,True,False,False
26,-1.82,-1.79,0.03,Perfect,2.2,6.0,0.08,0,0,0,1080.85,True,False,False
27,-1.79,-1.73,0.06,Perfect,1.18,6.0,0.1,0,0,0,1086.27,True,False,False
28,-1.73,0.32,2.05,Blunder,1.42,2.11,1.76,1,0,0,1090.31,True,False,False
29,0.32,0.26,-0.06,Perfect,2.05,6.0,0.38,1,0,0,1077.6,True,False,False
1,0.34,-1.67,-2.0,Blunder,1.72,2.13,1.65,1,0,0,1061.89,False,False,True
2,-1.67,-1.68,-0.02,Perfect,0.53,6.0,0.29,1,0,0,1053.96,False,False,True
3,-1.68,-3.63,-1.95,Blunder,1.73,2.28,1.73,0,0,0,1056.98,False,False,True
4,-3.63,-2.98,0.66,Inaccuracy,1.57,4.27,0.51,1,0,1,1049.77,False,False,True
5,-2.98,-3.0,-0.02,Perfect,1.31,5.85,0.02,0,0,0,1045.75,False,False,True
6,-3.0,-0.67,2.32,Blunder,2.68,1.87,2.0,0,0,0,1050.89,False,False,True
7,-0.67,-0.72,-0.05,Perfect,0.84,6.0,0.0,0,0,0,1040.0,False,False,True
8,-0.72,-2.53,-1.81,Blunder,0.59,3.38,1.65,0,0,0,1042.95,False,False,True
9,-2.53,-0.32,2.21,Blunder,2.27,1.81,1.95,0,0,0,1038.79,False,False,True
10,-0.32,-0.39,-0.07,Perfect,0.58,5.4,0.35,1,0,0,1031.03,False,False,True
11,-0.39,-1.55,-1.16,Inaccuracy,4.22,2.9,0.71,0,0,0,1033.05,False,True,False
12,-1.55,-1.67,-0.13,Perfect,4.41,5.48,0.38,1,0,0,1030.78,False,True,False
13,-1.67,-1.19,0.49,Good,5.81,4.96,0.46,0,0,0,1034.25,False,True,False
14,-1.19,-1.25,-0.06,Perfect,3.62,6.0,0.17,0,0,0,1035.12,False,True,False
15,-1.25,0.04,1.29,Blunder,6.09,3.52,1.0,1,0,0,1038.14,False,True,False
16,0.04,0.0,-0.04,Perfect,1.22,5.59,0.35,0,0,0,1032.2,False,True,False
17,0.0,-0.01,-0.01,Perfect,4.96,5.83,0.32,0,0,0,1035.87,False,True,False
18,-0.01,0.79,0.8,Inaccuracy,2.05,4.15,0.66,0,0,0,1039.82,False,True,False
19,0.79,1.05,0.26,Good,2.39,5.69,0.21,0,0,0,1037.59,False,True,False
20,1.05,0.62,-0.43,Good,1.46,6.0,0.42,0,0,0,1038.15,False,True,False
21,0.62,-1.96,-2.58,Blunder,5.15,1.35,2.0,0,1,0,1038.66,False,True,False
22,-1.96,-1.86,0.1,Perfect,2.14,5.52,0.15,0,0,0,1032.12,False,True,False
23,-1.86,-1.9,-0.04,Perfect,4.66,5.14,0.14,0,0,0,1034.51,False,True,False
24,-1.9,-0.36,1.54,Blunder,3.13,2.75,1.4,0,0,0,1038.5,False,True,False
25,-0.36,-0.4,-0.05,Perfect,3.65,6.0,0.36,0,0,0,1034.31,False,True,False
26,-0.4,-2.05,-1.64,Blunder,3.17,3.18,1.29,0,0,0,1036.63,False,True,False
27,-2.05,-2.18,-0.13,Perfect,5.54,5.85,0.33,0,0,0,1029.38,False,True,False
28,-2.18,-2.14,0.04,Perfect,5.08,5.76,0.39,0,0,0,1034.78,False,True,False
29,-2.14,-1.97,0.17,Perfect,3.71,5.33,0.37,1,1,0,1039.64,False,True,False
30,-1.97,-3.62,-1.66,Blunder,2.34,1.73,1.45,0,0,0,1045.69,False,True,False
31,-3.62,-3.51,0.11,Perfect,1.6,5.58,0.21,1,1,0,1038.47,False,True,False
32,-3.51,-3.14,0.37,Good,1.84,5.39,0.25,0,1,0,1043.45,False,True,False
33,-3.14,-3.14,-0.01,Perfect,1.79,5.67,0.3,0,0,0,1045.63,False,True,False
34,-3.14,-3.18,-0.04,Perfect,4.03,5.71,0.12,0,0,0,1051.28,True,False,False
35,-3.18,-2.99,0.2,Perfect,1.58,6.0,0.07,0,0,0,1056.86,True,False,False
36,-2.99,-3.57,-0.59,Inaccuracy,3.87,4.25,0.24,0,0,0,1061.97,True,False,False
37,-3.57,-3.6,-0.03,Perfect,1.32,6.0,0.03,1,0,0,1058.35,True,False,False
38,-3.6,-3.66,-0.06,Perfect,3.05,6.0,0.09,1,0,0,1063.65,True,False,False
39,-3.66,-3.72,-0.06,Perfect,1.31,6.0,0.06,0,0,0,1069.74,True,False,False
40,-3.72,-5.0,-1.93,Blunder,2.17,2.27,1.67,0,0,0,1075.59,True,False,False
41,-5.0,-5.0,-0.02,Perfect,1.22,5.26,0.29,0,1,0,1061.5,True,False,False
42,-5.0,-4.91,0.09,Perfect,1.85,6.0,0.3,0,0,0,1066.37,True,False,False
43,-4.91,-4.99,-0.08,Perfect,1.06,6.0,0.34,0,0,0,1070.4,True,False,False
44,-4.99,-5.0,-0.03,Perfect,1.21,4.7,0.4,1,0,0,1075.32,True,False,False
45,-5.0,-4.92,0.08,Perfect,2.75,6.0,0.25,0,1,0,1080.2,True,False,False
1,-0.09,-0.12,-0.03,Perfect,1.06,6.0,0.14,0,0,0,635.34,False,False,True
2,-0.12,-0.13,-0.01,Perfect,1.49,5.88,0.07,0,1,0,638.15,False,False,True
3,-0.13,0.12,0.24,Good,1.55,4.79,0.06,1,0,0,641.34,False,False,True
4,0.12,0.14,0.03,Perfect,1.0,6.0,0.17,0,0,0,642.52,False,False,True
5,0.14,0.12,-0.02,Perfect,1.62,6.0,0.01,0,0,0,644.84,False,False,True
6,0.12,0.03,-0.09,Perfect,1.28,5.91,0.07,1,0,0,648.73,False,False,True
7,0.03,0.03,0.0,Perfect,1.35,6.0,0.29,0,0,0,652.3,False,False,True
8,0.03,0.03,0.0,Perfect,1.27,5.9,0.24,0,1,0,656.21,False,False,True
9,0.03,0.07,0.04,Perfect,0.71,6.0,0.36,0,0,0,659.46,False,False,True
10,0.07,0.05,-0.03,Perfect,1.93,5.48,0.12,0,1,1,662.56,False,False,True
11,0.05,-0.36,-0.41,Good,3.54,5.78,0.28,0,0,0,666.46,False,True,False
12,-0.36,-0.34,0.03,Perfect,1.27,5.55,0.05,0,0,0,667.32,False,True,False
13,-0.34,1.62,1.95,Blunder,2.42,3.76,1.65,0,0,0,670.4,False,True,False
14,1.62,1.44,-0.17,Perfect,4.57,5.83,0.05,0,0,0,665.66,False,True,False
15,1.44,1.52,0.08,Perfect,3.99,5.93,0.33,0,0,0,667.91,False,True,False
16,1.52,1.51,-0.01,Perfect,4.7,5.65,0.4,0,0,0,671.35,False,True,False
17,1.51,0.93,-0.59,Inaccuracy,5.5,4.52,0.41,0,0,0,674.46,False,True,False
18,0.93,0.99,0.07,Perfect,3.53,6.0,0.13,0,1,0,672.49,False,True,False
19,0.99,1.21,0.22,Good,5.32,4.94,0.25,1,0,0,676.22,False,True,False
20,1.21,1.26,0.05,Perfect,4.98,5.22,0.27,1,0,0,676.79,False,True,False
21,1.26,1.28,0.02,Perfect,4.76,5.39,0.1,1,0,0,679.18,False,True,False
22,1.28,3.03,1.75,Blunder,7.0,2.11,1.45,0,1,0,681.8,False,True,False
23,3.03,2.34,-0.69,Inaccuracy,5.84,4.39,0.3,1,0,0,675.22,False,True,False
24,2.34,2.5,0.15,Perfect,5.65,5.09,0.02,0,0,0,672.47,False,True,False
25,2.5,2.35,-0.14,Perfect,1.74,6.0,0.21,1,0,0,676.32,False,True,False
26,2.35,2.31,-0.04,Perfect,2.49,5.52,0.3,0,0,0,680.84,False,True,False
27,2.31,2.1,-0.21,Good,3.44,5.67,0.22,0,0,0,685.36,False,True,False
28,2.1,1.89,-0.22,Good,4.5,5.01,0.15,0,0,0,686.5,False,True,False
29,1.89,1.32,-0.57,Inaccuracy,2.42,4.63,0.53,1,0,0,688.51,False,True,False
30,1.32,1.55,0.23,Good,1.4,4.99,0.02,1,0,0,685.88,False,True,False
31,1.55,1.71,0.16,Perfect,3.95,4.8,0.13,0,0,0,686.64,True,False,False
32,1.71,2.17,0.46,Good,3.11,4.62,0.32,0,0,0,690.41,True,False,False
33,2.17,2.28,0.11,Perfect,1.74,5.25,0.13,1,0,0,692.25,True,False,False
34,2.28,2.26,-0.02,Perfect,3.78,5.47,0.38,0,0,0,696.99,True,False,False
35,2.26,-0.39,-2.65,Blunder,1.28,0.74,2.0,0,1,0,703.3,True,False,False
36,-0.39,2.38,2.77,Blunder,3.25,0.17,2.0,1,0,0,693.29,True,False,False
37,2.38,2.38,0.0,Perfect,1.65,6.0,0.26,0,0,0,677.65,True,False,False
38,2.38,2.3,-0.08,Perfect,2.15,5.17,0.28,1,0,0,682.58,True,False,False
39,2.3,2.23,-0.07,Perfect,3.05,6.0,0.22,0,0,0,688.76,True,False,False
40,2.23,1.51,-0.72,Inaccuracy,1.26,5.22,0.31,0,0,0,694.61,True,False,False
41,1.51,3.06,1.55,Blunder,1.09,2.24,1.34,1,0,0,688.84,True,False,False
1,-0.78,-0.73,0.05,Perfect,0.59,5.17,0.11,0,0,0,1373.3,False,False,True
2,-0.73,-0.75,-0.02,Perfect,0.45,6.0,0.06,0,0,0,1375.67,False,False,True
3,-0.75,-0.76,-0.01,Perfect,1.36,6.0,0.12,0,0,0,1379.26,False,False,True
4,-0.76,-2.51,-1.75,Blunder,0.96,2.12,1.57,0,0,0,1381.37,False,False,True
5,-2.51,-2.43,0.08,Perfect,2.0,6.0,0.39,1,0,0,1374.94,False,False,True
6,-2.43,-2.58,-0.15,Perfect,1.28,4.88,0.05,0,0,0,1381.33,False,False,True
7,-2.58,-2.56,0.03,Perfect,1.13,5.47,0.02,0,0,0,1384.67,False,False,True
8,-2.56,-2.64,-0.08,Perfect,1.27,6.0,0.32,0,0,0,1389.21,False,False,True
9,-2.64,-2.6,0.04,Perfect,1.64,5.32,0.02,0,0,0,1394.55,False,False,True
10,-2.6,-2.65,-0.05,Perfect,1.95,6.0,0.23,0,0,0,1398.11,False,False,True
11,-2.65,-0.32,2.33,Blunder,7.0,0.97,1.9,0,0,0,1403.21,False,True,False
12,-0.32,-0.26,0.05,Perfect,1.87,5.78,0.04,0,0,0,1390.43,False,True,False
13,-0.26,-0.01,0.26,Good,5.06,6.0,0.25,0,0,0,1393.54,False,True,False
14,-0.01,0.61,0.62,Inaccuracy,5.16,4.88,0.23,0,0,0,1394.49,False,True,False
15,0.61,1.08,0.47,Good,5.65,4.93,0.31,0,0,0,1392.39,False,True,False
16,1.08,1.28,0.2,Good,1.7,5.91,0.2,0,0,0,1393.54,False,True,False
17,1.28,0.71,-0.56,Inaccuracy,3.71,4.48,0.42,0,0,0,1394.3,False,True,False
18,0.71,0.82,0.11,Perfect,4.49,5.36,0.33,1,0,0,1391.77,False,True,False
